Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides I_3_01	Peptides I_3_02	Peptides I_3_03	Peptides I_3_04	Peptides I_3_05	Peptides I_3_06	Peptides III_3_01	Peptides III_3_02	Peptides III_3_03	Peptides III_3_04	Peptides III_3_05	Peptides III_3_06	Peptides LZ5_01	Peptides LZ5_02	Peptides LZ5_04	Peptides LZ5_05	Peptides LZ5_06	Razor + unique peptides I_3_01	Razor + unique peptides I_3_02	Razor + unique peptides I_3_03	Razor + unique peptides I_3_04	Razor + unique peptides I_3_05	Razor + unique peptides I_3_06	Razor + unique peptides III_3_01	Razor + unique peptides III_3_02	Razor + unique peptides III_3_03	Razor + unique peptides III_3_04	Razor + unique peptides III_3_05	Razor + unique peptides III_3_06	Razor + unique peptides LZ5_01	Razor + unique peptides LZ5_02	Razor + unique peptides LZ5_04	Razor + unique peptides LZ5_05	Razor + unique peptides LZ5_06	Unique peptides I_3_01	Unique peptides I_3_02	Unique peptides I_3_03	Unique peptides I_3_04	Unique peptides I_3_05	Unique peptides I_3_06	Unique peptides III_3_01	Unique peptides III_3_02	Unique peptides III_3_03	Unique peptides III_3_04	Unique peptides III_3_05	Unique peptides III_3_06	Unique peptides LZ5_01	Unique peptides LZ5_02	Unique peptides LZ5_04	Unique peptides LZ5_05	Unique peptides LZ5_06	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type I_3_01	Identification type I_3_02	Identification type I_3_03	Identification type I_3_04	Identification type I_3_05	Identification type I_3_06	Identification type III_3_01	Identification type III_3_02	Identification type III_3_03	Identification type III_3_04	Identification type III_3_05	Identification type III_3_06	Identification type LZ5_01	Identification type LZ5_02	Identification type LZ5_04	Identification type LZ5_05	Identification type LZ5_06	Sequence coverage I_3_01 [%]	Sequence coverage I_3_02 [%]	Sequence coverage I_3_03 [%]	Sequence coverage I_3_04 [%]	Sequence coverage I_3_05 [%]	Sequence coverage I_3_06 [%]	Sequence coverage III_3_01 [%]	Sequence coverage III_3_02 [%]	Sequence coverage III_3_03 [%]	Sequence coverage III_3_04 [%]	Sequence coverage III_3_05 [%]	Sequence coverage III_3_06 [%]	Sequence coverage LZ5_01 [%]	Sequence coverage LZ5_02 [%]	Sequence coverage LZ5_04 [%]	Sequence coverage LZ5_05 [%]	Sequence coverage LZ5_06 [%]	Intensity	Intensity I_3_01	Intensity I_3_02	Intensity I_3_03	Intensity I_3_04	Intensity I_3_05	Intensity I_3_06	Intensity III_3_01	Intensity III_3_02	Intensity III_3_03	Intensity III_3_04	Intensity III_3_05	Intensity III_3_06	Intensity LZ5_01	Intensity LZ5_02	Intensity LZ5_04	Intensity LZ5_05	Intensity LZ5_06	LFQ intensity I_3_01	LFQ intensity I_3_02	LFQ intensity I_3_03	LFQ intensity I_3_04	LFQ intensity I_3_05	LFQ intensity I_3_06	LFQ intensity III_3_01	LFQ intensity III_3_02	LFQ intensity III_3_03	LFQ intensity III_3_04	LFQ intensity III_3_05	LFQ intensity III_3_06	LFQ intensity LZ5_01	LFQ intensity LZ5_02	LFQ intensity LZ5_04	LFQ intensity LZ5_05	LFQ intensity LZ5_06	MS/MS Count I_3_01	MS/MS Count I_3_02	MS/MS Count I_3_03	MS/MS Count I_3_04	MS/MS Count I_3_05	MS/MS Count I_3_06	MS/MS Count III_3_01	MS/MS Count III_3_02	MS/MS Count III_3_03	MS/MS Count III_3_04	MS/MS Count III_3_05	MS/MS Count III_3_06	MS/MS Count LZ5_01	MS/MS Count LZ5_02	MS/MS Count LZ5_04	MS/MS Count LZ5_05	MS/MS Count LZ5_06	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A087SFZ9	A0A087SFZ9	4	2	2		1	4	2	2	1	0	1	0	1	0	4	3	3	3	3	3	3	3	4	3	2	1	0	1	0	1	0	2	1	1	1	1	1	1	1	2	1	0	1	0	1	0	1	0	2	1	1	1	1	1	1	1	2	1	0	38.7	20.4	20.4	10.869	93	93	1	15	0	25.315	By MS/MS		By matching		By matching		By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	12.9	0	12.9	0	12.9	0	38.7	31.2	31.2	31.2	31.2	31.2	31.2	31.2	38.7	31.2	18.3	3242100	365610	0	318650	0	247210	0	277290	173230	79885	124880	257230	72414	591560	181710	420200	132270	0	0	0	0	0	0	0	634080	0	0	0	0	0	0	0	482080	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	6				57	206;207;240;241	True;True;False;False	211;212;245;246	2227;2228;2229;2230;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2591;2592;2593;2594;2595;2596;2597;2598;2599;2600;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2613;2614;2615;2616;2617;2618;2619;2620;2621;2622;2623;2624;2625;2626	1516;1517;1518;1519;1520;1521;1749;1750;1751;1752;1753;1754;1755	1519;1521;1752;1754		
A0A087SG29;E1ZJE0;E1Z520	A0A087SG29;E1ZJE0	3;3;1	3;3;1	3;3;1	;	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	3	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	3	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	5.4	5.4	5.4	69.894	630	630;648;521	1	27	0	20.059	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.4	3.5	3.5	3.5	3.5	3.5	1.9	1.9	1.9	1.9	1.9	1.9	3.8	1.9	1.9	1.9	3.8	13932000	2042400	1366400	1586800	1121200	985460	784970	760720	379500	290470	338890	501010	267380	986400	412890	757430	472270	877270	1832500	1608700	1667600	1530800	1946800	1719200	0	0	0	0	0	0	1597900	0	0	0	1695300	3	0	1	1	2	0	1	0	2	1	0	1	2	1	1	1	3	20				58	122;181;392	True;True;True	126;185;397	1253;1254;1255;1256;1257;1258;1259;1260;1261;1262;1263;1264;1265;1266;1267;1268;1269;1270;1894;1895;1896;1897;1898;1899;4106;4107;4108	869;870;871;872;873;874;875;876;877;878;879;880;881;882;1286;1287;2684;2685;2686;2687	870;1286;2684		
A0A087SG45;E1ZRS4;A0A087SLQ1	A0A087SG45;E1ZRS4;A0A087SLQ1	1;1;1	1;1;1	1;1;1	;;	3	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3.5	3.5	3.5	32.706	313	313;337;385	1	11	0	11.344							By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	0	0	0	0	0	0	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	5360900	0	0	0	0	0	0	478390	379850	251940	423200	481750	215110	723190	466040	813460	392480	735480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082700	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	6				59	448	True	453	4742;4743;4744;4745;4746;4747;4748;4749;4750;4751;4752	3205;3206;3207;3208;3209;3210	3206		
A0A087SG56;E1ZRQ6	A0A087SG56;E1ZRQ6	1;1	1;1	1;1	;	2	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	2.3	2.3	2.3	55.27	529	529;584	1	5	0.008658	5.9677									By matching	By MS/MS				By matching	By matching	By matching		0	0	0	0	0	0	0	0	2.3	2.3	0	0	0	2.3	2.3	2.3	0	479990	0	0	0	0	0	0	0	0	65204	106280	0	0	0	115080	133730	59697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1				60	230	True	235	2448;2449;2450;2451;2452	1642	1642		
A0A087SG86	A0A087SG86	2	2	2		1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	5.9	5.9	5.9	22.02	203	203	1	30	0	114.83	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.9	5.9	5.9	5.9	5.9	5.4	5.9	5.4	5.9	5.9	5.4	5.4	5.9	5.9	5.9	5.9	5.9	14781000	1307600	929200	1015100	687750	841040	371430	642350	457260	276910	543150	444360	284050	2023300	1147900	1587100	970030	1252300	1349100	1307800	1045700	1083500	1458400	0	1388000	0	1063400	1367900	0	0	2581400	2179300	2007100	2554700	1598200	1	1	0	0	1	0	1	1	0	1	2	2	2	1	2	3	1	19				61	231;362	True;True	236;367	2453;2454;2455;2456;2457;2458;2459;2460;2461;2462;2463;2464;2465;3739;3740;3741;3742;3743;3744;3745;3746;3747;3748;3749;3750;3751;3752;3753;3754;3755	1643;1644;1645;2468;2469;2470;2471;2472;2473;2474;2475;2476;2477;2478;2479;2480;2481;2482;2483	1644;2477		
A0A087SG87	A0A087SG87	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.4	7.4	7.4	13.482	122	122	1	17	0	27.527	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	13438000	1199700	829750	1098000	751520	479970	364260	272650	306780	128290	213540	153540	144400	2243400	1028500	1736100	1030900	1456800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2144500	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	9				62	455	True	460	4816;4817;4818;4819;4820;4821;4822;4823;4824;4825;4826;4827;4828;4829;4830;4831;4832	3252;3253;3254;3255;3256;3257;3258;3259;3260	3256		
A0A087SG91;E1ZQW2	A0A087SG91;E1ZQW2	3;3	3;3	3;3	;	2	3	3	3	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	13.7	13.7	13.7	24.109	219	219;230	1	10	0	17.217	By matching		By matching		By matching					By matching	By MS/MS	By matching	By MS/MS	By matching	By matching		By MS/MS	4.6	0	4.6	0	4.6	0	0	0	0	4.6	4.6	4.6	5.5	3.7	3.7	0	3.7	3209100	787630	0	650400	0	426020	0	0	0	0	239130	268230	140330	0	137400	317030	0	242910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357590	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3				63	184;218;265	True;True;True	188;223;270	1916;2326;2327;2328;2329;2330;2331;2911;2912;2913	1290;1566;1968	1290;1566;1968		
E1ZGE0;A0A087SH09;A0A087SRR6	E1ZGE0;A0A087SH09;A0A087SRR6	1;1;1	1;1;1	1;1;1	;;	3	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	2	2	2	48.767	452	452;489;518	1	9	0.0045045	6.0921		By matching		By matching		By matching	By matching				By MS/MS		By MS/MS	By MS/MS	By MS/MS		By matching	0	2	0	2	0	2	2	0	0	0	2	0	2	2	2	0	2	1679600	0	84791	0	71484	0	41442	114790	0	0	0	110690	0	479830	271690	279870	0	225040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331280	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	5				64	483	True	488	5141;5142;5143;5144;5145;5146;5147;5148;5149	3521;3522;3523;3524;3525	3525		
A0A087SHK0;E1Z2X4;E1ZRA4;E1ZRC5;E1ZRB8;E1ZSZ3;E1ZGZ6;A0A087SIN3	A0A087SHK0;E1Z2X4;E1ZRA4;E1ZRC5;E1ZRB8;E1ZSZ3;E1ZGZ6;A0A087SIN3	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	;;;;;;;	8	2	2	2	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	2	1	15.4	15.4	15.4	13.261	123	123;125;66;121;121;122;122;123	1	11	0	11.232		By matching					By matching	By matching		By matching	By matching		By matching	By matching	By MS/MS	By MS/MS	By matching	0	8.1	0	0	0	0	7.3	7.3	0	7.3	7.3	0	7.3	7.3	7.3	15.4	7.3	1528500	0	108150	0	0	0	0	99748	124590	0	71928	117420	0	274410	76179	239810	252470	163800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2				65	191;285	True;True	196;290	2036;2037;3086;3087;3088;3089;3090;3091;3092;3093;3094	1370;2067	1370;2067		
A0A087SHR1;E1ZDH1	A0A087SHR1	10;1	10;1	10;1		2	10	10	10	10	10	10	10	10	8	4	3	3	2	4	3	8	8	9	9	7	10	10	10	10	10	8	4	3	3	2	4	3	8	8	9	9	7	10	10	10	10	10	8	4	3	3	2	4	3	8	8	9	9	7	7.4	7.4	7.4	120.39	1092	1092;71	1	131	0	163.07	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.4	7.4	7.4	7.4	7.4	7.2	3.5	3.5	3.5	2.7	3.5	3.5	6.2	6.2	6.2	6.2	5.4	60199000	8196300	5396000	6133500	4036400	3723100	2180500	990240	796100	315160	588770	841490	589980	7404900	3717600	6570400	3893700	4824500	7291400	4358800	4975700	4535500	4048500	3233700	3876300	5842900	3153400	3763400	5178800	6516900	9532000	7506000	7432500	5613400	5614100	11	4	7	4	2	1	1	2	1	2	5	1	12	5	8	2	4	72				66	71;77;166;209;213;214;220;288;325;461	True;True;True;True;True;True;True;True;True;True	74;75;81;170;214;218;219;225;293;330;466	710;711;712;713;714;715;716;717;718;719;720;721;762;763;764;765;766;767;768;769;770;771;772;773;774;775;776;777;778;779;780;781;782;783;1757;1758;1759;1760;1761;1762;1763;1764;1765;1766;1767;1768;1769;1770;1771;1772;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2294;2295;2296;2297;2298;2299;2300;2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2336;2337;2338;2339;2340;2341;2342;2343;2344;2345;3125;3126;3127;3128;3129;3130;3131;3132;3133;3134;3135;3403;3404;3405;3406;3407;3408;3409;3410;3411;3412;3413;3414;3415;3416;3417;3418;3419;3420;3421;3422;4876;4877;4878;4879;4880;4881;4882;4883;4884;4885	477;478;479;480;481;482;483;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;1208;1209;1210;1211;1212;1213;1214;1215;1216;1523;1524;1525;1526;1527;1528;1529;1530;1531;1532;1533;1549;1550;1551;1568;1569;1570;1571;2077;2078;2079;2080;2270;2271;2272;2273;2274;2275;2276;2277;2278;3292;3293;3294;3295;3296;3297;3298;3299;3300	479;513;1210;1528;1549;1550;1570;2079;2272;3294	4	799
A0A087SHS8;E1ZM95;E1Z284	A0A087SHS8;E1ZM95	7;6;2	7;6;2	7;6;2	;	3	7	7	7	5	5	5	5	5	5	5	5	5	4	4	4	3	4	4	3	3	5	5	5	5	5	5	5	5	5	4	4	4	3	4	4	3	3	5	5	5	5	5	5	5	5	5	4	4	4	3	4	4	3	3	20.8	20.8	20.8	44.072	389	389;410;402	1	76	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.1	13.1	13.1	13.1	13.1	13.1	14.4	14.4	14.4	11.8	11.8	11.8	9.5	12.1	14.9	9.5	9.5	59405000	6316500	4337600	5139500	4260000	2813300	1946700	2807200	2399100	1032300	2122300	2166800	1486300	5579300	3644500	5431500	3056300	4865900	5878200	5721600	5956300	6182600	4929200	4985100	5041200	4750900	3927900	5432000	4660500	5805800	7535200	7550700	7646600	6986000	7683400	5	5	5	5	4	4	3	7	9	4	3	5	7	6	7	6	6	91				67	31;67;147;211;298;341;449	True;True;True;True;True;True;True	32;70;151;216;303;346;454	319;320;321;322;323;324;664;1544;1545;1546;1547;1548;1549;1550;1551;1552;1553;1554;1555;1556;1557;1558;1559;1560;1561;2273;2274;2275;2276;2277;2278;3205;3206;3207;3208;3209;3210;3211;3212;3213;3214;3215;3216;3217;3218;3219;3220;3221;3222;3587;3588;3589;3590;3591;3592;3593;3594;3595;3596;4753;4754;4755;4756;4757;4758;4759;4760;4761;4762;4763;4764;4765;4766;4767;4768;4769	220;438;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1538;2112;2113;2114;2115;2116;2117;2118;2119;2120;2121;2122;2123;2124;2125;2126;2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2156;2157;2158;2159;2374;2375;2376;3211;3212;3213;3214;3215;3216;3217;3218;3219;3220;3221;3222;3223;3224	220;438;1083;1538;2130;2375;3220		
A0A087SHV8	A0A087SHV8	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5.8	5.8	5.8	22.289	206	206	1	6	0	16.492	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS												5.8	5.8	5.8	5.8	5.8	5.8	0	0	0	0	0	0	0	0	0	0	0	4993500	1258900	1133300	1113100	690850	488970	308490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796140	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	7				68	431	True	436	4567;4568;4569;4570;4571;4572	3039;3040;3041;3042;3043;3044;3045	3040		
A0A087SHX3	A0A087SHX3	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4.4	4.4	4.4	25.668	228	228	1	16	0	12.418	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching		4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	4.4	0	3725400	451540	325280	375490	199520	172770	120240	160190	128040	54843	109440	116620	90500	400990	278650	438400	302930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644980	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5				69	152	True	156	1610;1611;1612;1613;1614;1615;1616;1617;1618;1619;1620;1621;1622;1623;1624;1625	1134;1135;1136;1137;1138	1138		
A0A087SI33	A0A087SI33	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	4.5	4.5	4.5	47.365	446	446	1	11	0	45.611	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS							By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.5	4.5	4.5	4.5	4.5	4.5	0	0	0	0	0	0	4.5	4.5	4.5	4.5	4.5	3643700	311590	327100	348780	348470	269420	159910	0	0	0	0	0	0	314220	285010	350750	425460	502990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740440	1	2	2	1	1	1	0	0	0	0	0	0	3	1	2	3	2	19				70	442	True	447	4681;4682;4683;4684;4685;4686;4687;4688;4689;4690;4691	3141;3142;3143;3144;3145;3146;3147;3148;3149;3150;3151;3152;3153;3154;3155;3156;3157;3158;3159	3159		
A0A087SI38	A0A087SI38	3	3	1		1	3	3	1	2	1	2	2	1	1	2	2	1	1	2	1	1	0	0	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	6.2	6.2	3	72.836	661	661	1	26	0	50.045	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching			By matching	By matching	3.2	1.5	3.2	3.2	1.5	1.7	4.7	4.7	3	3	4.7	3	1.7	0	0	1.7	1.7	5640900	400330	133770	168190	142360	92557	72843	934930	795880	214260	676700	1168200	627030	63573	0	0	84828	65506	0	0	0	0	0	0	1837700	1842400	0	1726000	2420700	2380200	0	0	0	0	0	0	1	2	0	0	0	4	2	2	3	3	1	0	0	0	0	0	18				71	175;194;432	True;True;True	179;199;437	1847;1848;1849;1850;1851;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;4573;4574;4575;4576;4577;4578;4579;4580;4581;4582	1262;1263;1378;1379;1380;1381;1382;1383;1384;1385;1386;1387;1388;1389;1390;1391;3046;3047	1263;1390;3046		
A0A087SI84;E1ZJ35	A0A087SI84;E1ZJ35	5;5	5;5	5;5	;	2	5	5	5	3	2	3	2	3	3	4	4	3	4	3	3	4	3	5	4	3	3	2	3	2	3	3	4	4	3	4	3	3	4	3	5	4	3	3	2	3	2	3	3	4	4	3	4	3	3	4	3	5	4	3	22.6	22.6	22.6	25.259	221	221;223	1	62	0	83.398	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	19	14.5	19	14.5	19	19	19	19	19	19	14	14	22.6	19	22.6	19	19	27626000	2818500	1971800	2446700	1558000	1368400	1094700	2332400	1807500	577630	1905900	1617100	913700	2391400	997130	1558200	1082700	1183900	2337000	3741600	2294700	3650800	2143300	2899800	4028400	3810300	2366800	3558000	4697000	4615800	2738000	2090800	1635900	1619400	1495200	2	2	1	2	2	1	5	4	3	1	3	4	4	0	2	0	1	37				72	235;236;286;322;334	True;True;True;True;True	240;241;291;327;339	2528;2529;2530;2531;2532;2533;2534;2535;2536;2537;2538;2539;2540;2541;2542;2543;2544;2545;2546;2547;2548;2549;2550;2551;2552;2553;2554;2555;2556;3095;3096;3097;3098;3099;3100;3101;3102;3103;3104;3105;3106;3107;3108;3109;3110;3374;3375;3376;3377;3378;3379;3380;3381;3382;3383;3384;3385;3386;3387;3388;3512;3513	1691;1692;1693;1694;1695;1696;1697;1698;1699;1700;1701;1702;1703;1704;1705;1706;1707;1708;1709;1710;1711;1712;1713;2068;2069;2070;2071;2242;2243;2244;2245;2246;2247;2248;2249;2250;2353	1693;1712;2068;2249;2353		
E1Z823;A0A087SIA2	E1Z823;A0A087SIA2	1;1	1;1	1;1	;	2	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	5.9	5.9	5.9	17.369	153	153;153	1	8	0	13.422						By matching		By MS/MS		By matching			By matching	By matching	By matching	By MS/MS	By MS/MS	0	0	0	0	0	5.9	0	5.9	0	5.9	0	0	5.9	5.9	5.9	5.9	5.9	2398000	0	0	0	0	0	54779	0	100280	0	65580	0	0	748720	262030	439970	263810	462860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681370	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	4				73	450	True	455	4770;4771;4772;4773;4774;4775;4776;4777	3225;3226;3227;3228	3228		
A0A087SIA3	A0A087SIA3	1	1	1		1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	5.1	5.1	19.176	176	176	1	1	1	-2	By MS/MS																	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328780	328780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	+			74	344	True	349	3609	2382	2382	5	163
A0A087SIG1	A0A087SIG1	5	5	2		1	5	5	2	4	4	4	2	2	2	3	2	0	2	2	1	2	2	1	0	1	4	4	4	2	2	2	3	2	0	2	2	1	2	2	1	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	0	0	0	19	19	8.6	43.325	394	394	1	36	0	58.297	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	16.5	12.9	12.9	6.9	6.6	6.6	12.7	6.6	0	6.6	6.6	2.5	6.6	6.6	4.1	0	4.1	7603000	2110000	669650	977080	381090	270680	173530	757310	268930	0	153390	266570	92340	668230	312640	301260	0	200260	989710	790310	873380	0	780140	728680	812500	855380	0	622520	900520	0	1260100	1005300	0	0	0	4	1	4	0	1	1	3	0	0	2	1	1	3	1	1	0	2	25				75	54;84;201;246;258	True;True;True;True;True	55;88;206;251;263	536;537;870;871;872;873;874;875;876;877;878;879;880;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2676;2677;2678;2679;2835;2836;2837	344;345;588;589;590;591;592;593;594;595;596;597;1434;1435;1436;1437;1438;1439;1440;1441;1442;1443;1444;1445;1792;1793;1923	344;590;1440;1792;1923	6;7	245;246
